sent_id,generator,evaluator,score,English_Sentence,Translation,explanation,expert-v1-refined,layperson-v1-refined,nice-refined,rude-refined,neutral-refined,expert-v2-refined,layperson-v2-refined,expert-v1,layperson-v1,neutral,nice,rude,original,expert-v2,layperson-v2
121,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,"Like with regular TV, YouTube serves up ads to generate money that funds the service.","Wie beim normalen Fernsehen schaltet YouTube Werbung, um Geld zu verdienen, das den Dienst finanziert.","The translation accurately conveys the meaning of the original sentence in German. However, there could be slight improvements in the word choice and phrasing to make it sound more natural and fluent.","Ähnlich wie beim herkömmlichen Fernsehen schaltet YouTube Werbung, um Geld zu verdienen, das den Dienst finanziert.","Ähnlich wie beim regulären Fernsehen zeigt YouTube Werbung, um Geld zu generieren, das den Service finanziert.","Wie im herkömmlichen Fernsehen schaltet YouTube Werbung, um Einnahmen zu generieren, die den Service finanzieren.","Ähnlich wie beim herkömmlichen Fernsehen schaltet YouTube Werbung, um Geld zu verdienen, das den Dienst finanziert.","Wie im herkömmlichen Fernsehen schaltet YouTube Werbung, um Geld zu verdienen, das den Dienst finanziert.","Genau wie beim normalen Fernsehen schaltet YouTube Werbung, um Geld zu generieren, das den Service finanziert.","Wie im klassischen Fernsehen schaltet YouTube Anzeigen, um Geld zu verdienen, das den Dienst finanziert.",0.8198,0.8418,0.8165,0.8121,0.8198,0.8173,0.823,0.8145
122,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,5,And it also pays some of these ad earnings to creators who fill the app with content.,"Und es zahlt auch einige dieser Anzeigeneinnahmen an die Ersteller, die die App mit Inhalten füllen.",The translation accurately conveys the meaning of the original sentence and maintains the same structure and tone. No errors or mistranslations were present.,"Und es zahlt auch einige dieser Anzeigeneinnahmen an die Ersteller, die die App mit Inhalten füllen.","Und es zahlt auch einen Teil dieser Werbeeinnahmen an die Ersteller, die die App mit Inhalten füllen.","Und es zahlt auch einen Teil dieser Werbeeinnahmen an Content-Ersteller aus, die die App mit Inhalten füllen.","Und sie zahlt auch einige dieser Werbeerlöse an die Ersteller, die die App mit Inhalten füllen.","Und es zahlt auch einige dieser Anzeigeneinnahmen an die Ersteller, die die App mit Inhalten füllen.","Und es zahlt auch einige dieser Anzeigeneinnahmen an die Ersteller, die die App mit Inhalten füllen.","Und es zahlt auch einige dieser Anzeigeneinnahmen an die Ersteller, die die App mit Inhalten füllen.",0.8182,0.8283,0.8182,0.8405,0.8024,0.8182,0.8182,0.8182
123,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,5,"If you really hate ads, there is an official option you can take advantage of.","Wenn du Anzeigen wirklich hasst, gibt es eine offizielle Option, von der du Gebrauch machen kannst.",The translation accurately conveys the meaning of the original sentence in a clear and natural way. It also maintains the formal tone of the original sentence.,"Wenn du Anzeigen wirklich hasst, gibt es eine offizielle Möglichkeit, die du nutzen kannst.","Wenn du Anzeigen wirklich hasst, gibt es eine offizielle Option, die du nutzen kannst.","Wenn Sie Anzeigen wirklich hassen, gibt es eine offizielle Option, von der Sie profitieren können. ","Wenn du Anzeigen wirklich hasst, gibt es eine offizielle Möglichkeit, von der du Gebrauch machen kannst.","Wenn du Anzeigen wirklich hasst, gibt es eine offizielle Option, von der du Gebrauch machen kannst.","Wenn du Anzeigen wirklich hasst, gibt es eine offizielle Möglichkeit, von der du Gebrauch machen kannst.","Falls du Anzeigen wirklich hasst, gibt es eine offizielle Option, von der du profitieren kannst.",0.7725,0.7913,0.8001,0.7803,0.7797,0.8001,0.7797,0.7683
124,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,5,Its main perk is that you can enjoy an entirely ad-free version of YouTube where your videos won't be interrupted.,"Der Hauptvorteil besteht darin, dass Sie eine vollständig werbefreie Version von YouTube genießen können, in der Ihre Videos nicht unterbrochen werden.",The translation accurately conveys the meaning of the original English sentence and maintains the same tone and level of formality. It also uses proper grammar and vocabulary in German.,"Der Hauptvorteil besteht darin, dass Sie eine völlig werbefreie Version von YouTube genießen können, in der Ihre Videos nicht unterbrochen werden.","Der Hauptvorteil besteht darin, dass Sie eine vollständig werbefreie Version von YouTube genießen können, in der Ihre Videos nicht unterbrochen werden.","Der größte Vorteil besteht darin, dass Sie eine vollständig werbefreie Version von YouTube genießen können, in der Ihre Videos nicht unterbrochen werden.","Der entscheidende Vorteil besteht darin, dass Sie eine komplett werbefreie Version von YouTube genießen können, bei der Ihre Videos nicht unterbrochen werden.","Der Hauptvorteil ist, dass Sie eine vollständig werbefreie Version von YouTube genießen können, in der Ihre Videos nicht unterbrochen werden.","Der Hauptvorteil ist, dass Sie eine vollständig werbefreie Version von YouTube genießen können, in der Ihre Videos nicht unterbrochen werden.","Der Hauptvorteil besteht darin, dass Sie eine völlig werbefreie Version von YouTube genießen können, in der Ihre Videos nicht unterbrochen werden.",0.8503,0.8519,0.8479,0.856,0.8496,0.8519,0.8479,0.8503
125,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,5,"But it has some bonus features too, including the ability to download videos for offline viewing.","Aber es hat auch einige Bonusfunktionen, einschließlich der Möglichkeit, Videos zum Offline-Ansehen herunterzuladen.",The translation is accurate and captures the meaning of the original English sentence. All key elements are included and the sentence flows well in German.,"But it has some bonusfunktionen too, einschließlich der Möglichkeit, Videos für die Offline-Anzeige herunterzuladen.","Aber es hat auch einige Bonusfunktionen, einschließlich der Möglichkeit, Videos zum Offline-Ansehen herunterzuladen.","Aber es verfügt auch über einige Bonusfunktionen, darunter die Möglichkeit, Videos zum Offline-Ansehen herunterzuladen.","Aber es hat auch einige zusätzliche Funktionen, einschließlich der Möglichkeit, Videos für die Offline-Anzeige herunterzuladen.","Aber es hat auch einige Bonusfunktionen, einschließlich der Möglichkeit, Videos zum Offline-Ansehen herunterzuladen.","Aber es hat auch einige zusätzliche Funktionen, darunter die Möglichkeit, Videos für die Offline-Anzeige herunterzuladen.","Aber es hat auch einige Bonusfunktionen, einschließlich der Möglichkeit, Videos zum Offline-Ansehen herunterzuladen.",0.4914,0.8464,0.8464,0.8471,0.7818,0.8464,0.7907,0.8464
126,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,Google will be hoping that many users who can no longer block ads will turn to paying for YouTube Premium instead.,"Google wird hoffen, dass viele Nutzer, die nicht mehr in der Lage sind, Anzeigen zu blockieren, stattdessen YouTube Premium abonnieren werden.",The translation is accurate and captures the meaning of the original sentence well. The only reason for not giving full score is a minor grammatical issue with the word order in the sentence.,"Google wird hoffen, dass viele Nutzer, die nicht mehr in der Lage sind, Anzeigen zu blockieren, stattdessen für YouTube Premium bezahlen.","Google wird hoffen, dass viele Nutzer, die Anzeigen nicht mehr blockieren können, stattdessen YouTube Premium abonnieren werden.","Google wird hoffen, dass viele Nutzer, die nicht mehr in der Lage sind, Anzeigen zu blockieren, stattdessen auf YouTube Premium umsteigen werden.","Google wird hoffen, dass viele Nutzer, die Anzeigen nicht mehr blockieren können, stattdessen YouTube Premium abonnieren werden.","Google wird hoffen, dass viele Nutzer, die nicht mehr in der Lage sind, Anzeigen zu blockieren, stattdessen YouTube Premium abonnieren.","Google wird hoffen, dass viele Nutzer, die Anzeigen nicht mehr blockieren können, stattdessen YouTube Premium abonnieren werden.","Google wird hoffen, dass viele Nutzer, die Werbung nicht mehr blockieren können, stattdessen YouTube Premium abonnieren werden.",0.8303,0.8213,0.8192,0.813,0.8213,0.8166,0.8213,0.8199
127,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,Google users have been warned to never ignore an important Gmail notification that could signal a scam.,"Google-Benutzer wurden gewarnt, niemals eine wichtige Gmail-Benachrichtigung zu ignorieren, die auf einen Betrug hinweisen könnte.",The translation is well done and accurately conveys the meaning of the original sentence. The only reason it is not a perfect score is because there could be slight improvements in the fluidity of the sentence structure.,"Google-Benutzer wurden davor gewarnt, eine wichtige Gmail-Benachrichtigung zu ignorieren, die auf einen Betrug hinweisen könnte.","Google-Benutzer wurden davor gewarnt, eine wichtige Gmail-Benachrichtigung zu übersehen, die auf einen Betrug hinweisen könnte.","Google-Benutzer wurden davor gewarnt, eine wichtige Gmail-Benachrichtigung zu ignorieren, die auf einen Betrug hindeuten könnte.","Google-Benutzer wurden gewarnt, eine wichtige Gmail-Benachrichtigung niemals zu ignorieren, da dies auf einen Betrug hinweisen könnte.","Google-Benutzer wurden davor gewarnt, eine wichtige Gmail-Benachrichtigung zu ignorieren, die auf einen Betrug hinweisen könnte.","Google-Benutzer wurden davor gewarnt, eine wichtige Gmail-Benachrichtigung zu ignorieren, die auf einen Betrug hinweisen könnte.","Google-Benutzer wurden davor gewarnt, eine wichtige Gmail-Benachrichtigung zu ignorieren, da dies auf einen Betrug hinweisen könnte.",0.8346,0.8231,0.8346,0.8394,0.8273,0.812,0.8346,0.8317
128,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,"In the hopes of combating scams and malware, Google administers warnings whenever someone receives a suspicious-looking email.","In der Hoffnung, Betrug und Malware zu bekämpfen, gibt Google Warnungen heraus, wenn jemand eine verdächtig aussehende E-Mail erhält.","The translation is accurate and captures the meaning of the original sentence well. However, there may be slight room for improvement in terms of word choice and structure. Overall, a very good translation.","In der Hoffnung, Betrügereien und Malware zu bekämpfen, gibt Google Warnungen heraus, sobald jemand eine verdächtig aussehende E-Mail erhält.","In der Hoffnung, Betrug und Malware zu bekämpfen, warnt Google jedes Mal, wenn jemand eine verdächtig aussehende E-Mail erhält.","In der Hoffnung, Betrugsfälle und Malware zu bekämpfen, warnt Google immer dann, wenn jemand eine verdächtig aussehende E-Mail erhält.","In der Hoffnung, Betrügereien und Malware zu bekämpfen, warnt Google immer dann, wenn jemand eine verdächtige E-Mail erhält.","Um Betrug und Malware entgegenzuwirken, gibt Google immer dann Warnungen heraus, wenn jemand eine verdächtig aussehende E-Mail erhält.","In der Hoffnung, Betrügereien und Malware zu bekämpfen, warnt Google jedes Mal, wenn jemand eine verdächtig aussehende E-Mail erhält.","Mit dem Ziel, Betrügereien und Malware zu bekämpfen, gibt Google Warnungen heraus, sobald jemand eine verdächtig aussehende E-Mail erhält.",0.8087,0.8049,0.8161,0.8141,0.8085,0.8066,0.8026,0.8229
129,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,These dangerous files can attack your device using different methods and typically hope to steal sensitive information.,"Diese gefährlichen Dateien können Ihr Gerät mit verschiedenen Methoden angreifen und hoffen typischerweise darauf, sensible Informationen zu stehlen.","The translation is accurate and effectively conveys the meaning of the original sentence. However, there may be small room for improvement in terms of fluency and word choice.","Diese gefährlichen Dateien können Ihr Gerät auf verschiedene Weisen angreifen und hoffen in der Regel darauf, sensible Informationen zu stehlen.","Diese gefährlichen Dateien können Ihr Gerät mit verschiedenen Methoden angreifen und versuchen in der Regel, sensible Informationen zu stehlen.","Diese gefährlichen Dateien können Ihr Gerät mit verschiedenen Methoden angreifen und versuchen in der Regel, sensible Informationen zu stehlen.","Diese gefährlichen Dateien können Ihr Gerät mit unterschiedlichen Methoden angreifen und zielen typischerweise darauf ab, sensible Informationen zu stehlen.","Diese gefährlichen Dateien können Ihr Gerät mit verschiedenen Methoden angreifen und haben in der Regel das Ziel, sensible Informationen zu stehlen.","Diese gefährlichen Dateien können Ihr Gerät auf verschiedene Weisen angreifen und haben in der Regel zum Ziel, sensible Informationen zu stehlen.","Diese gefährlichen Dateien können Ihr Gerät auf verschiedene Weisen angreifen und versuchen in der Regel, sensible Informationen zu stehlen.",0.8079,0.8196,0.8292,0.8196,0.8249,0.7929,0.8356,0.8255
130,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,They can also monitor and record your device's activity without your knowledge.,"Sie können auch die Aktivitäten Ihres Geräts überwachen und aufzeichnen, ohne dass Sie es bemerken.","The translation maintains the overall meaning of the original sentence and is grammatically correct. However, a small improvement could be made by using the word ""Aufnahme"" instead of ""Aufzeichnen"" to better convey the idea of recording.","Sie können auch die Aktivitäten Ihres Geräts überwachen und Aufnahmen machen, ohne dass Sie es bemerken.",Sie können auch die Aktivitäten Ihres Geräts überwachen und die Aufnahme ohne Ihr Wissen machen.,"Sie können auch die Aktivitäten Ihres Geräts überwachen und aufnehmen, ohne dass Sie es bemerken.","Sie können auch die Aktivitäten Ihres Geräts überwachen und aufnehmen, ohne dass Sie es bemerken.","Sie können auch die Aktivitäten Ihres Geräts überwachen und Aufnahmen davon machen, ohne dass Sie es bemerken.","Sie können auch die Aktivitäten Ihres Geräts überwachen und Aufnahmen machen, ohne dass Sie es bemerken.","Sie können auch die Aktivitäten Ihres Geräts überwachen und die Aufnahme machen, ohne dass Sie es bemerken.",0.7398,0.67,0.7315,0.7581,0.7581,0.7776,0.7398,0.6515
131,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,5,"Malware detection is turned on by default on Google Chrome, and because of this, users may receive messages alerting them to dangerous emails.","Die Malware-Erkennung ist standardmäßig in Google Chrome aktiviert, und aus diesem Grund können Benutzer Nachrichten erhalten, die sie vor gefährlichen E-Mails warnen.",The translation accurately conveys the meaning of the original English sentence without losing any important information. The grammar and sentence structure are also correct in German.,"Die Malware-Erkennung ist standardmäßig in Google Chrome aktiviert und daher können Benutzer Nachrichten erhalten, die sie vor gefährlichen E-Mails warnen.","Die Malware-Erkennung ist standardmäßig in Google Chrome aktiviert, wodurch Benutzer möglicherweise Nachrichten erhalten, die sie vor gefährlichen E-Mails warnen.","Die Malware-Erkennung ist standardmäßig in Google Chrome aktiviert, daher können Benutzer Benachrichtigungen erhalten, die sie vor gefährlichen E-Mails warnen.","Die Malware-Erkennung ist standardmäßig in Google Chrome aktiviert, wodurch Benutzer möglicherweise Warnmeldungen vor gefährlichen E-Mails erhalten.","Die Malware-Erkennung ist standardmäßig in Google Chrome aktiviert, daher können Benutzer Benachrichtigungen über gefährliche E-Mails erhalten.","Die Malware-Erkennung ist standardmäßig in Google Chrome aktiviert, wodurch Benutzer möglicherweise Nachrichten erhalten, die sie vor gefährlichen E-Mails warnen.","Nach der Standardeinstellung ist die Malware-Erkennung in Google Chrome aktiviert, wodurch Benutzer möglicherweise Warnnachrichten erhalten, die sie vor gefährlichen E-Mails informieren.",0.8201,0.8214,0.8065,0.8206,0.8223,0.8223,0.8214,0.8094
132,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,5,"""If the email has suspicious links or asks you to do unusual things like send money or personal information, the message may be a scam sent without permission from your contact's email account,"" Google notes on its webpage.","""Wenn die E-Mail verdächtige Links enthält oder Sie auffordert, ungewöhnliche Dinge wie Geld oder persönliche Informationen zu senden, handelt es sich möglicherweise um einen Betrug, der ohne Erlaubnis von Ihrem Kontakt-E-Mail-Konto gesendet wurde"", bemerkt Google auf seiner Webseite.","The translation accurately captures the meaning and tone of the original English sentence. The wording is clear, precise, and natural in German. No errors or discrepancies were found in the translation.","""Wenn die E-Mail verdächtige Links enthält oder Sie auffordert, ungewöhnliche Dinge wie Geld oder persönliche Informationen zu senden, handelt es sich möglicherweise um einen Betrug, der ohne Erlaubnis von Ihrem Kontakt-E-Mail-Konto gesendet wurde"", bemerkt Google auf seiner Webseite.","Wenn die E-Mail verdächtige Links enthält oder Sie dazu auffordert, ungewöhnliche Dinge wie Geld oder persönliche Informationen zu senden, könnte es sich um einen Betrug handeln, der ohne Erlaubnis von Ihrem Kontakt-E-Mail-Konto gesendet wurde, bemerkt Google auf seiner Webseite.","""Wenn die E-Mail verdächtige Links enthält oder dazu auffordert, ungewöhnliche Dinge wie Geld oder persönliche Informationen zu senden, handelt es sich möglicherweise um einen Betrug, der ohne Erlaubnis von Ihrem Kontakt-E-Mail-Konto gesendet wurde"", erklärt Google auf seiner Webseite.","""Wenn die E-Mail verdächtige Links enthält oder Sie dazu auffordert, ungewöhnliche Dinge wie Geld oder persönliche Informationen zu senden, könnte es sich um einen Betrug handeln, der ohne Erlaubnis von Ihrem Kontakt-E-Mail-Konto gesendet wurde"", erklärt Google auf seiner Webseite.","""Wenn die E-Mail verdächtige Links enthält oder Sie auffordert, ungewöhnliche Dinge wie Geld oder persönliche Informationen zu senden, handelt es sich möglicherweise um einen Betrug, der ohne Erlaubnis von Ihrem Kontakt-E-Mail-Konto gesendet wurde"", bemerkt Google auf seiner Webseite.","""Wenn die E-Mail verdächtige Links enthält oder Sie auffordert, ungewöhnliche Dinge wie Geld oder persönliche Informationen zu senden, handelt es sich möglicherweise um einen Betrug, der ohne Erlaubnis von Ihrem Kontakt-E-Mail-Konto gesendet wurde"", bemerkt Google auf seiner Webseite.","""Wenn die E-Mail verdächtige Links enthält oder Sie auffordert, ungewöhnliche Dinge wie Geld oder persönliche Informationen zu senden, handelt es sich möglicherweise um einen Betrug, der ohne Erlaubnis von Ihrem Kontakt-E-Mail-Konto gesendet wurde"", bemerkt Google auf seiner Webseite.",0.7839,0.767,0.7839,0.7881,0.7994,0.7839,0.7839,0.7839
133,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,5,"You can also report the email to Google by clicking ""Report this suspicious message.""","Sie können die E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.",The translation accurately conveys the meaning of the original English sentence without losing any important information. The wording is clear and grammatically correct.,"Sie können die E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.","Sie können die E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.","Sie können diese verdächtige E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.","Sie können die E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.","Sie können die E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.","Sie können die E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.","Sie können die E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.",0.8401,0.8401,0.8401,0.8413,0.8401,0.8401,0.8401,0.8401
134,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,"The message will be marked as ""sent from a compromised account,"" and will notify the Gmail team.","Die Nachricht wird als ""von einem kompromittierten Konto gesendet"" markiert und das Gmail-Team benachrichtigen.","The translation is accurate and conveys the same meaning as the original English sentence. However, there may be slight improvements in word choice or phrasing that could make the translation even more precise.","Die Nachricht wird als ""von einem kompromittierten Konto gesendet"" markiert und das Gmail-Team informiert.","Die Nachricht wird als ""von einem kompromittierten Konto gesendet"" markiert und das Gmail-Team benachrichtigt.","Die Nachricht wird als ""gesendet von einem kompromittierten Konto"" markiert und wird das Gmail-Team benachrichtigen.","Die Nachricht wird als ""gesendet von einem kompromittierten Konto"" markiert und das Gmail-Team wird benachrichtigt.","Die Nachricht wird als ""von einem kompromittierten Konto gesendet"" markiert und das Gmail-Team wird benachrichtigt.","Die Nachricht wird als ""von einem kompromittierten Konto gesendet"" markiert und das Gmail-Team benachrichtigt.","Die Nachricht wird als ""von einem kompromittierten Konto gesendet"" markiert und das Gmail-Team wird benachrichtigt.",0.7851,0.7743,0.7871,0.7627,0.7749,0.7625,0.7743,0.7871
135,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,"Lastly, if the suspicious email came from a trustworthy person, inform them about the message (but not over email).","Zuletzt, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informieren Sie diese über die Nachricht (aber nicht über E-Mail).","The translation is accurate and captures the meaning of the original sentence well. However, there is a minor grammatical error in the verb form ""informieren Sie diese"" which should be ""informieren Sie ihn"" to match the gender of the word ""Person.""","Schließlich, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informieren Sie ihn über die Nachricht (aber nicht über E-Mail).","Zuletzt, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informieren Sie ihn über die Nachricht (aber nicht über E-Mail).","Zuletzt, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informieren Sie ihn über die Nachricht (aber nicht über E-Mail).","Abschließend, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informieren Sie ihn über die Nachricht (aber nicht über E-Mail).","Zuletzt, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informieren Sie ihn über die Nachricht (aber nicht über E-Mail).","Zuletzt, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informieren Sie ihn über die Nachricht (aber nicht über E-Mail).","Zuletzt, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informieren Sie ihn über die Nachricht (aber nicht über E-Mail).",0.7529,0.7483,0.7483,0.7483,0.7457,0.7708,0.7483,0.7483
136,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,Becky (whose name has been changed) is one of many who lost hundreds of pounds to a Booking.com scam while on a trip to Thailand in October 2023.,"Becky (der Name wurde geändert) ist eine von vielen, die hunderte Pfund an einen Booking.com-Betrug verloren haben, während sie im Oktober 2023 eine Reise nach Thailand gemacht haben.","The translation is accurate and captures the meaning of the original sentence well. However, there may be a slight improvement needed in terms of natural flow and word choice.","Becky (der Name wurde geändert) ist eine von vielen, die auf einer Reise nach Thailand im Oktober 2023 Hunderte von Pfund an einem Booking.com-Betrug verloren haben.","Becky (der Name wurde geändert) ist eine von vielen, die Hunderte von Pfund bei einem Booking.com-Betrug verloren haben, während sie im Oktober 2023 auf einer Reise nach Thailand waren.","Becky (der Name wurde geändert) ist eine von vielen, die auf einer Reise nach Thailand im Oktober 2023 Hunderte von Pfund durch einen Betrug von Booking.com verloren haben.","Becky (der Name wurde geändert) ist eine von vielen, die hunderte Pfund bei einem Booking.com-Betrug verloren haben, während sie im Oktober 2023 in Thailand waren.","Becky (deren Name geändert wurde) ist eine von vielen, die Hunderte von Pfund durch einen Booking.com-Betrug während einer Reise nach Thailand im Oktober 2023 verloren haben.","Becky (der Name wurde geändert) ist eine von vielen, die Hunderte von Pfund an einen Booking.com-Betrug verloren haben, während sie im Oktober 2023 auf einer Reise nach Thailand waren.","Becky (der Name wurde geändert) ist eine von vielen, die hunderte Pfund bei einem Booking.com-Betrug verloren haben, während sie im Oktober 2023 auf einer Reise nach Thailand waren.",0.7765,0.7743,0.8094,0.7873,0.72,0.7396,0.7618,0.7803
137,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,5,"She had booked a hotel for one night in Bangkok, to stay in before heading to the airport for her flight home the next day,","Sie hatte ein Hotel für eine Nacht in Bangkok gebucht, um dort zu übernachten, bevor sie am nächsten Tag zum Flughafen für ihren Heimflug geht.",The translation maintains the original meaning of the sentence accurately and is grammatically correct in German. There are no errors or awkward phrasings present.,"Sie hatte ein Hotel für eine Nacht in Bangkok gebucht, um dort zu übernachten, bevor sie am nächsten Tag zum Flughafen für ihren Heimflug geht.","Sie hatte ein Hotel für eine Nacht in Bangkok gebucht, um dort zu übernachten, bevor sie am nächsten Tag zum Flughafen für ihren Heimflug geht.","Sie hatte ein Hotel in Bangkok für eine Nacht gebucht, um vor ihrem Flug nach Hause am nächsten Tag dort zu übernachten.","Sie hatte ein Hotel für eine Nacht in Bangkok gebucht, um dort vor ihrem Rückflug am nächsten Tag zum Flughafen zu übernachten.","Sie hatte ein Hotel für eine Nacht in Bangkok gebucht, um dort zu übernachten, bevor sie am nächsten Tag zum Flughafen für ihren Heimflug aufbricht.","Sie hatte ein Hotel für eine Nacht in Bangkok gebucht, um dort zu übernachten, bevor sie am nächsten Tag zum Flughafen für ihren Heimflug geht.","Sie hatte ein Hotel für eine Nacht in Bangkok gebucht, um dort zu übernachten, bevor sie am nächsten Tag zum Flughafen für ihren Heimflug geht.",0.8194,0.8194,0.7981,0.855,0.8188,0.8194,0.8194,0.8194
138,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,5,"However, before arriving at the hotel, she received a message on the Booking.com platform asking for payment in the local currency.","Allerdings, bevor sie im Hotel ankam, erhielt sie eine Nachricht über die Booking.com Plattform, die um Zahlung in der lokalen Währung bat.",The translation accurately conveys the meaning of the original sentence and captures the nuances of the English sentence. The grammar and syntax are also correct in the German translation.,"Dennoch, bevor sie im Hotel ankam, erhielt sie über die Booking.com Plattform eine Nachricht, die um Zahlung in der lokalen Währung bat.","Jedoch, bevor sie im Hotel ankam, erhielt sie eine Nachricht auf der Booking.com Plattform, die um Bezahlung in der örtlichen Währung bat.","Allerdings erhielt sie, bevor sie im Hotel ankam, über die Booking.com Plattform eine Nachricht, die eine Zahlung in der lokalen Währung verlangte. ","Jedoch, bevor sie im Hotel ankam, erhielt sie eine Nachricht über die Booking.com Plattform, in der um Zahlung in der lokalen Währung gebeten wurde.","Allerdings, bevor sie im Hotel ankam, erhielt sie eine Nachricht über die Booking.com Plattform, die um Zahlung in der lokalen Währung bat.","Jedoch, bevor sie im Hotel angekommen ist, erhielt sie eine Nachricht auf der Booking.com Plattform, in der um Bezahlung in der lokalen Währung gebeten wurde.","Jedoch, bevor sie im Hotel ankam, erhielt sie eine Nachricht auf der Booking.com Plattform, in der um Zahlung in der lokalen Währung gebeten wurde.",0.8144,0.8203,0.8189,0.8336,0.8355,0.8189,0.8272,0.8377
139,gpt-3.5-turbo-0125,gpt-3.5-turbo-0125,4,"But she told: ""I should have picked up that this was more than I paid for the hotel, but it was obviously in a different currency, and when you are panicking, your booking may be cancelled whilst, on the route in the middle of the night, it's not your first thought.","Aber sie sagte: ""Ich hätte bemerken sollen, dass dies mehr war als ich für das Hotel bezahlt habe, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik gerät, kann die Buchung storniert werden, während man mitten in der Nacht auf dem Weg ist, ist es nicht der erste Gedanke...""","The translation is overall accurate and captures the meaning of the original English sentence well. However, there are some minor differences in phrasing and word choice that could be improved for a more polished translation.","Aber sie erzählte: ""Ich hätte merken sollen, dass dies mehr war als ich für das Hotel bezahlt habe, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik gerät, kann die Buchung storniert werden, während man mitten in der Nacht unterwegs ist, ist das nicht unbedingt der erste Gedanke.""","Aber sie sagte: ""Ich hätte bemerken sollen, dass dies mehr war als das, was ich für das Hotel bezahlt habe, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik gerät, kann die Buchung storniert werden, während man sich mitten in der Nacht auf der Route befindet, ist es nicht der erste Gedanke.""","Aber sie sagte: ""Ich hätte erkennen müssen, dass dies mehr war als das, was ich für das Hotel bezahlt habe, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik gerät, könnte die Buchung storniert werden, während man mitten in der Nacht unterwegs ist - das ist nicht der erste Gedanke...""","Aber sie sagte: ""Ich hätte eigentlich merken sollen, dass dies mehr war als ich für das Hotel bezahlt habe, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik gerät, könnte die Buchung mitten in der Nacht auf der Strecke storniert werden, das ist nicht unbedingt der erste Gedanke...""","Jedoch sagte sie: ""Ich hätte bemerken sollen, dass dies mehr war als ich für das Hotel bezahlt habe, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik gerät, könnte die Buchung storniert werden, während man mitten in der Nacht auf dem Weg ist, ist es nicht der erste Gedanke.""","Aber sie sagte: ""Ich hätte bemerken sollen, dass dies mehr war als ich für das Hotel bezahlt habe, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik gerät, könnte die Buchung storniert werden, während man mitten in der Nacht unterwegs ist, das ist nicht der erste Gedanke.""","Aber sie sagte: ""Ich hätte merken sollen, dass dies mehr war als ich für das Hotel bezahlt habe, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik gerät, könnte die Buchung storniert werden, während man mitten in der Nacht unterwegs ist, ist es nicht der erste Gedanke.""",0.6246,0.6328,0.6475,0.7113,0.6738,0.611,0.7051,0.6377
