sent_id,generator,evaluator,English_Sentence,Translation,score
75,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"The men were said to have scouted out potential attack targets, including US military bases in Germany.","Die Männer sollen potenzielle Angriffsziele ausgekundschaftet haben, einschließlich US-Militärbasen in Deutschland.",4
76,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,The accused is said to have been exchanging ideas with the agent since October 2023 about possible sabotage action.,"Der Angeklagte wird gesagt, seit Oktober 2023 Ideen mit dem Agenten auszutauschen, über mögliche Sabotageaktionen.",4
77,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"The actions were intended, in particular, to undermine the military support provided by Germany and its allies to Ukraine.","Die Handlungen waren insbesondere darauf ausgerichtet, die militärische Unterstützung, die Deutschland und seine Verbündeten Ukraine gewährten, zu untergraben.",4
78,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"He had scouted out some of the targeted objects, taking photos and videos of, for example, military transports and goods.","Er hatte einige der Zielobjekte ausgekundschaftet, Fotos und Videos von zum Beispiel Militärtransporten und Gütern gemacht.",5
79,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,He is then said to have passed the collected information to his handler.,Er soll dann die gesammelten Informationen an seinen Führer weitergegeben haben.,4
80,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Authorities say Germany, which has become one of Kyiv's biggest suppliers of military aid, is a key target for Russian spying operations.","Die Behörden sagen, dass Deutschland, das einer der größten Lieferanten von Militärhilfe für Kiew geworden ist, ein wichtiges Ziel für russische Spionageoperationen ist.",4
81,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"""Our security authorities have prevented possible explosive attacks that were intended to target and undermine our military assistance to Ukraine,"" Interior Minister Nancy Faeser said in response to the arrests.","Unsere Sicherheitsbehörden haben mögliche Sprengstoffanschläge verhindert, die darauf abzielten, unsere Militärhilfe in der Ukraine zu untergraben, wie Innenministerin Nancy Faeser nach den Festnahmen sagte.",4
82,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,We will continue to provide Ukraine with massive support and will not allow ourselves to be intimidated,Wir werden weiterhin massiven Support für die Ukraine leisten und lassen uns nicht einschüchtern.,5
83,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"""The information itself is not a big deal but, at the same time, what is already reported is that people were involved also in the preparation of some sabotage activities on the territory of Germany,"" he said.","Die Information selbst ist zwar nicht von großer Bedeutung, aber es wurde bereits berichtet, dass Menschen auch an der Vorbereitung einiger Sabotageaktivitäten auf deutschem Territorium beteiligt waren, sagte er.",4
84,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,It means that actually Russians have a huge network of people who live in Germany and have even legal grounds to live there  have citizenship and who can be used for any kind of activities.,"Das heißt, dass Russen tatsächlich ein großes Netzwerk von Menschen haben, die in Deutschland leben und sogar rechtliche Gründe haben, dort zu leben  haben die Staatsbürgerschaft und die für jede Art von Aktivitäten eingesetzt werden können.",4
85,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Danylyuk said it was particularly disturbing that at least one of the two suspects had participated in Russian aggression against Ukraine before in Donetsk.,"Danylyuk sagte, es sei besonders beunruhigend, dass mindestens einer der beiden Verdächtigen zuvor an russischer Aggression gegen die Ukraine in Donetsk teilgenommen habe.",4
86,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,The 4 simple tests you can do at home that reveal how fit you are for your age.,"4 einfache Tests, die Sie zu Hause durchführen können, um zu zeigen, wie fit Sie für Ihr Alter sind.",4
87,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Can you stand up from the floor without the aid of your hands or hold a plank for more than 20 seconds?,Kannst du dich vom Boden ohne die Hilfe deiner Hände erheben oder hältst du eine Planke länger als 20 Sekunden?,4
88,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,How many push-ups you can do or how long you can hold a plank will earn you more than just bragging rights at the gym.,"Wie viele Liegestütze du kannst machen oder wie lange du eine Planke halten kannst, wird dir mehr als nur Angeben am Fitnessstudio einbringen.",3
89,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"According to fitness experts, they're markers of how well you're ageing.","Gemäß Fitness-Experten sind sie Kennzeichen dafür, wie gut du alterst.",4
90,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Equinox share a guide on how many push-ups you should be able to manage according to your age and gender,"Gleichnis teilt eine Anleitung darüber mit, wie viele Liegestütze Sie je nach Alter und Geschlecht schaffen sollten.",4
91,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,It's natural for your endurance and muscle strength to lessen as you get older.,"Es ist natürlich, dass deine Ausdauer und Muskelkraft nachlässt, wenn du älter wirst.",5
92,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Your balance, strength and cardiorespiratory fitness can start to decline as early as our thirties, the Washington Post reports.","Ihre Ausgeglichenheit, Kraft und kardiopulmonale Fitness können bereits in den Dreißigern beginnen abzunehmen, wie der Washington Post berichtet.",4
93,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"But having an idea of your so-called ""fitness age"" could allow to address declines in your health by making relatively simple tweaks, experts argue.","Aber ein Konzept Ihres sogenannten „Fitnessalters“ zu haben, könnte es Ihnen ermöglichen, Rückgänge in Ihrer Gesundheit durch relativ einfache Änderungen anzugehen, argumentieren Experten.",4
94,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"For example, making changes to benefit your cardiovascular health have been shown to add years to your life.","Zum Beispiel haben Veränderungen, die Ihrer Herz-Kreislauf-Gesundheit zugute kommen, gezeigt, dass sie Ihrem Leben Jahre hinzufügen können.",2
95,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Dr Randall Espinoza, associate director at the UCLA Longevity Center, told Washington Post that after you've got an idea of your fitness benchmarks, you should aim to keep them in an optimal range to help manage your ageing.","Dr. Randall Espinoza, stellvertretender Direktor am UCLA Longevity Center, teilte dem Washington Post mit, dass Sie nachdem Sie sich Ihrer Fitness-Benchmarks bewusst sind, diese in einem optimalen Bereich halten sollten, um das Altern zu verwalten.",4
96,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Michael Crandall, a certified strength and conditioning specialist at E by Equinox gym in New York, proposed trying four fitness tests that take into account strength, power, muscular endurance and balance.","Michael Crandall, ein zertifizierter Spezialist für Kraft- und Ausdauertraining bei E by Equinox Fitnessstudio in New York, hat vorgeschlagen, vier Fitnesstests auszuprobieren, die Kraft, Leistung, muskuläre Ausdauer und Gleichgewicht berücksichtigen.",4
97,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"According to Michael, you can perform these at home with little to no equipment.",Gemäß Michael kannst du diese zu Hause mit wenig bis gar keinem Equipment durchführen.,4
98,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Some fitness-gauging tests are pass-fail, while others provide more specific test scores to compared with those of people who are the same age and gender as you.","Einige Fitness-Test zur Leistungsmessung sind bestanden/nicht bestanden, während andere detailliertere Testergebnisse liefern, die mit denen von Menschen verglichen werden können, die im selben Alter und Geschlecht wie Sie sind.",4
99,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"An important term when it comes to ""fitness age"" is your VO2 max, a measure of your maximum aerobic capacity, which experts say is key measure of longevity.","Ein wichtiger Begriff im Zusammenhang mit ""Fitness-Alter"" ist Ihr VO2 max, eine Messung Ihrer maximalen aeroben Kapazität, die Experten als wichtiger Indikator für die Langlebigkeit betrachten.",5
100,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"The American Heart Association has argued that it should be considered a vital sign thats regularly measured by doctors, just like your blood pressure.","Die Amerikanische Herzgesellschaft hat argumentiert, dass es sich um ein lebenswichtiges Zeichen handeln sollte, das regelmäßig von Ärzten gemessen wird, ähnlich wie Ihr Blutdruck.",5
101,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Research suggests your VO2 max will decline by roughly 10 per cent each decade of early adulthood and up to 15 per cent every 10 years after the age of 50.,"Die Forschung legt nahe, dass Ihr VO2-Max-Wert voraussichtlich um etwa 10 Prozent pro Dekade im frühen Erwachsenenalter und bis zu 15 Prozent alle 10 Jahre nach dem 50. Lebensjahr abnimmt.",4
102,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"But by doing the right kind of cardio exercise throughout your life, one case study suggests that its possible to have the VO2 max of a 35-year-old when youre 80.","Aber durch die richtige Art von Ausdauerübungen während deines ganzen Lebens, schlägt eine Fallstudie vor, dass es möglich ist, die VO2 max eines 35-Jährigen zu haben, wenn du 80 bist.",3
103,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Tests to gauge your VO2 max will usually involve you walking or running on treadmill until you can't continue, hooked up to mask and under the supervision of a health professional.","Tests zur Bestimmung Ihres VO2-Maximums werden normalerweise erfordern, dass Sie auf einem Laufband laufen oder gehen, bis Sie nicht mehr fortfahren können, an eine Maske angeschlossen und unter Aufsicht eines Gesundheitsprofis stehen.",4
104,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"To test your aerobic fitness yourself at home, try seeing how far you can run in 12 minutes -  then use this conversion to calculate your VO2 max and fitness ranking based on your age and gender.","Um Ihre aerobe Fitness zu Hause selbst zu testen, versuchen Sie, so weit wie möglich in 12 Minuten zu laufen - verwenden Sie dann diese Umrechnung, um Ihren VO2-Max und Ihren Fitnessrang basierend auf Ihrem Alter und Geschlecht zu berechnen.",4
105,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"But this test - developed by Dr Kenneth Cooper, founder of the Cooper Institute in Dallas - shouldn't be attempted by anyone who isn't healthy or active already.","Dieser Test - entwickelt von Dr. Kenneth Cooper, Gründerder Cooper Institute in Dallas - sollte jedoch nicht von jedem versucht werden, der nicht schon gesund oder aktiv ist.",4
106,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,The next test aims to get an idea of your upper body strength and it's the dreaded push-up.,"Die nächste Prüfung zielt darauf ab, einen Eindruck von Ihrer Oberkörperkraft zu bekommen, und es handelt sich dabei um die gefürchteten Liegestütze.",4
107,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Start in a plank, with hands your just outside of your shoulders and lower your body by bending your arms until they are bent past 90 degrees.","Starte in einer Liegestützposition, wobei sich deine Hände leicht außerhalb deiner Schultern befinden und lasse deinen Körper durch Beugen deiner Arme absenken, bis sie sich über 90 Grad beugen.",1
108,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"This exercise measures how well you can move your body weight, according to Michael.","Dieses Übung misst, wie gut du dein Körpergewicht bewegen kannst, laut Michael.",3
109,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"If you can't lower yourself far enough, place a yoga block under your chest to help you.","Solltest du dich nicht weit genug absenken können, lege eine Yoga-Blöcke unter deine Brust, um dir zu helfen.",4
110,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"To test your cores muscular endurance, do a side plank with your feet stacked, knees locked and one elbow on the ground.","Um die muskuläre Ausdauer deines Rumpfes zu testen, führe eine Seitenlage mit gestapelten Füßen, geschlossenen Knien und einem Ellenbogen auf dem Boden durch.",3
111,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"If you can hold it with good form for more than 45 seconds, then youre above average!","Wenn du es mehr als 45 Sekunden mit guter Haltung halten kannst, bist du über dem Durchschnitt!.",4
112,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Between 20 to 45 seconds is good, but if you crumple on the floor before that, it's a good indication that you need to work on your core strength regardless of your gender or age.","Zwischen 20 und 45 Sekunden ist gut, aber wenn du vorher auf dem Boden zusammenbrichst, ist das ein gutes Anzeichen dafür, dass du an deiner Kernkraft arbeiten musst, unabhängig von deinem Geschlecht oder Alter.",4
113,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Most of us will use the support of our hands to shift ourselves off the floor, but have you ever tried to without?","Die meisten von uns werden die Unterstützung unserer Hände nutzen, um uns vom Boden zu bewegen, aber habt ihr das schon einmal ohne versucht?",4
114,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,This is tougher the older you get because it is a test of mobility and strength in lots of small muscles that contribute to balance.,"Das wird schwieriger, je älter man wird, weil es ein Test der Mobilität und Stärke in vielen kleinen Muskeln ist, die zum Gleichgewicht beitragen.",3
115,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Google reveals major YouTube crackdown that will block you from avoiding ads with trick  the alternative is costly,"Google enthüllt einen großen YouTube-Angriff, der Sie daran hindern wird, Werbung vermeiden mit Tricks - die Alternative ist kostspielig.",5
116,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,The search engine giant will now block you from watching videos if you break the rule.,"Der Suchmaschinenriese wird Sie nun daran hindern, Videos anzusehen, wenn Sie die Regel brechen.",4
117,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,These apps are designed to let you watch YouTube videos without having to endure ads.,"Diese Apps sind dazu entworfen, es Ihnen zu ermöglichen, YouTube-Videos anzusehen, ohne Werbung ertragen zu müssen.",3
118,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"But Google says this can't continue, and will now prevent users from watching videos if they're taking advantage of these apps.","Aber Google sagt, dass dies nicht weitergehen kann, und wird nun Benutzern den Anschauen von Videos verweigern, wenn sie diese Apps ausnutzen.",4
119,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"""Were strengthening our enforcement on third-party apps that violate YouTubes Terms of Service, specifically ad-blocking apps,"" a YouTube spokesperson explained.","""Wir verstärken unsere Durchsetzung gegenüber Drittanbieter-Apps, die gegen die Nutzungsbedingungen von YouTube verstoßen, insbesondere gegen Werbeblockierer-Apps,"" erklärte ein Sprecher von YouTube.",5
120,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"We want to emphasize that our terms dont allow third-party apps to turn off ads because that prevents the creator from being rewarded for viewership, and Ads on YouTube help support creators and let billions of people around the world use the streaming service.","Wir möchten betonen, dass unsere Bedingungen Drittanbieter-Apps nicht gestatten, Anzeigen auszuschalten, da dies verhindert, dass der Schöpfer für die Zuschauerschaft belohnt wird, und Werbung auf YouTube hilft, Schöpfer zu unterstützen und Milliarden von Menschen auf der ganzen Welt den Streaming-Dienst nutzen zu lassen.",4
121,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Like with regular TV, YouTube serves up ads to generate money that funds the service.","ähnlich wie bei regulärem Fernsehen liefert YouTube Werbung aus, um Geld zu generieren, das den Service finanziert.",4
122,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,And it also pays some of these ad earnings to creators who fill the app with content.,"Und es zahlt auch einen Teil dieser Werbeeinnahmen an die Ersteller aus, die die App mit Inhalten füllen.",4
123,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"If you really hate ads, there is an official option you can take advantage of.","Wenn Sie wirklich Werbung hassen, gibt es eine offizielle Option, die Sie nutzen können.",5
124,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Its main perk is that you can enjoy an entirely ad-free version of YouTube where your videos won't be interrupted.,"Der Hauptvorteil besteht darin, dass Sie eine völlig werbefreie Version von YouTube genießen können, bei der Ihre Videos nicht unterbrochen werden.",4
125,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"But it has some bonus features too, including the ability to download videos for offline viewing.","Aber es hat auch einige Bonusfunktionen, einschließlich der Fähigkeit, Videos für den Offline-Betrachtung herunterzuladen.",4
126,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Google will be hoping that many users who can no longer block ads will turn to paying for YouTube Premium instead.,"Google hofft wahrscheinlich, dass viele Nutzer, die keine Anzeigen mehr blockieren können, stattdessen zu YouTube Premium wechseln werden.",5
127,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Google users have been warned to never ignore an important Gmail notification that could signal a scam.,"Google-Nutzer wurden davor gewarnt, eine wichtige Gmail-Benachrichtigung, die auf einen Betrug hinweisen könnte, niemals zu ignorieren.",4
128,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"In the hopes of combating scams and malware, Google administers warnings whenever someone receives a suspicious-looking email.","Um Betrügereien und Malware entgegenzuwirken, führt Google Warnungen ein, wenn jemand eine verdächtig aussehende E-Mail erhält.",4
129,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,These dangerous files can attack your device using different methods and typically hope to steal sensitive information.,"Diese gefährlichen Dateien können Ihr Gerät mithilfe unterschiedlicher Methoden angreifen und hoffen im Allgemeinen, vertrauliche Informationen zu stehlen.",5
130,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,They can also monitor and record your device's activity without your knowledge.,"Sie können auch Ihre Geräteaktivität überwachen und aufzeichnen, ohne dass Sie es wissen.",4
131,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Malware detection is turned on by default on Google Chrome, and because of this, users may receive messages alerting them to dangerous emails.","Standardmäßig ist die Malware-Erkennung auf Google Chrome aktiviert, und Benutzer können aufgrund dessen Warnmeldungen zu gefährlichen E-Mails erhalten.",5
132,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"""If the email has suspicious links or asks you to do unusual things like send money or personal information, the message may be a scam sent without permission from your contact's email account,"" Google notes on its webpage.","Wenn eine E-Mail verdächtige Links enthält oder Sie auffordert, ungewöhnliche Dinge zu tun, wie Geld zu senden oder persönliche Informationen preiszugeben, kann die Nachricht ein Betrug sein, der ohne Erlaubnis vom E-Mail-Konto Ihres Kontakts gesendet wurde, wie Google auf seiner Webseite bemerkt.",4
133,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"You can also report the email to Google by clicking ""Report this suspicious message.""","Sie können die E-Mail auch an Google melden, indem Sie auf ""Diese verdächtige Nachricht melden"" klicken.",4
134,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"The message will be marked as ""sent from a compromised account,"" and will notify the Gmail team.","Die Nachricht wird als ""von einem kompromittierten Konto gesendet"" gekennzeichnet und wird das Gmail-Team benachrichtigen.",3
135,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Lastly, if the suspicious email came from a trustworthy person, inform them about the message (but not over email).","Zudem, wenn die verdächtige E-Mail von einer vertrauenswürdigen Person stammt, informiere sie darüber (aber nicht über E-Mail).",3
136,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Becky (whose name has been changed) is one of many who lost hundreds of pounds to a Booking.com scam while on a trip to Thailand in October 2023.,"Becky, deren Name geändert wurde, ist eine von vielen, die im Oktober 2023 bei einer Booking.com-Betrügerei in Thailand Hunderte von Pfund verloren haben.",4
137,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"She had booked a hotel for one night in Bangkok, to stay in before heading to the airport for her flight home the next day,","Sie hatte ein Hotel für eine Nacht in Bangkok gebucht, um dort vor dem Flug am nächsten Tag ins Flughafen zu übernachten.",4
138,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"However, before arriving at the hotel, she received a message on the Booking.com platform asking for payment in the local currency.","Allerdings erhielt sie vor der Ankunft im Hotel eine Nachricht auf der Booking.com-Plattform, die die Zahlung in der lokalen Währung anforderte.",4
139,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"But she told: ""I should have picked up that this was more than I paid for the hotel, but it was obviously in a different currency, and when you are panicking, your booking may be cancelled whilst, on the route in the middle of the night, it's not your first thought.","Sie sagte jedoch: ""Ich hätte bemerken sollen, dass dies mehr gekostet hat als das Hotel, aber es war offensichtlich in einer anderen Währung, und wenn man in Panik ist, ist es nicht das Erste, woran man denkt, wenn man unterwegs in der Mitte der Nacht ist und man befürchtet, dass die Buchung storniert wird.""",4
140,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"A week before departure, Viktoria got a message, apparently from the hotel, saying she must pay £791 towards her stay or the reservation would be cancelled.","Eine Woche vor der Abreise erhielt Viktoria eine Nachricht, angeblich von dem Hotel, dass sie £791 für ihren Aufenthalt bezahlen oder die Reservierung würde storniert werden muss.",4
141,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"She said: Because the message appeared in my Booking.com account and looked so official, I felt like I had to follow orders.","Sie sagte: Weil die Nachricht in meinem Booking.com-Account erschienen ist und so offiziell aussah, habe ich mich verpflichtet gefühlt, Anweisungen zu befolgen..",4
142,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,It wasnt until Viktoria and her mum got to the hotel that she realised she had been scammed as the receptionist told her the full £937 for their 11-night break still had to be paid.,"Erst als Viktoria und ihre Mutter im Hotel ankamen, bemerkte sie, dass sie betrogen worden war, als die Rezeptionistin ihr mitteilte, dass sie für ihren 11-tägigen Aufenthalt immer noch den vollen Betrag von £937 bezahlen musste.",2
143,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Viktoria fought for five months to get her money back, but Booking.com, the hotel and her bank all refused.","Viktoriea kämpfte fünf Monate lang, um ihr Geld zurückzubekommen, aber Booking.com, das Hotel und ihre Bank haben alle abgelehnt.",5
144,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Commenting on these scams, Booking.com reiterated that its own security had not been breached but confirmed that con artists had compromised the IT systems of a number of the venues it lists.","Bei diesen Betrügereien wiederholte Booking.com, dass seine eigene Sicherheit nicht verletzt worden sei, bestätigte aber, dass Betrüger die IT-Systeme einer Anzahl von von Booking.com gelisteten Unterkünften kompromittiert hätten.",4
145,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"This can happen if a member of the hotel's staff mistakenly clicks on a link in an email sent by criminals, who can then log into the hotels account on the booking site and message customers directly.","Das kann passieren, wenn ein Mitglied des Hotelpersonals versehentlich auf einen Link in einer E-Mail klickt, die von Kriminellen gesendet wurde, die sich dann in das Hotelkonto auf der Buchungsseite einloggen und Kunden direkt Nachrichten senden können.",4
146,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Anyone who receives a message on the Booking.com platform that asks you to make a payment should call their hotel, airline or other service provider to check that they're genuine.","Jeder, der auf der Booking.com-Plattform eine Nachricht erhält, die Sie auffordert, eine Zahlung zu leisten, sollte den Hotel, die Fluggesellschaft oder den anderen Dienstleister anrufen, um zu überprüfen, ob sie echt sind.",4
147,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"There is no guarantee you'll get your money back, but banks will often compensate you if you can show you did not know the money would leave your account.","Es gibt keine Garantie, dass Sie Ihr Geld zurückbekommen, aber Banken werden Sie häufig entschädigen, wenn Sie nachweisen können, dass Sie nicht wussten, dass das Geld Ihr Konto verlassen würde.",4
148,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"A ""SHOW off"" ambulance driver has admitted causing the death of a paramedic who was killed in a horror crash with a cement lorry.","Ein Rettungswagenfahrer, der sich „präsentiert“, hat den Tod eines Sanitäters eingestanden, der bei einem schrecklichen Unfall mit einem Betonmischer getötet wurde.",4
149,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Alice Clark, 21, was just two months into her job when she died while responding to an emergency call.","Alice Clark, 21 Jahre alt, war erst zwei Monate in ihrem Job, als sie bei der Beantwortung eines Notrufs starb.",4
150,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Edward Riding was driving the ambulance when he took a wrong turn and hit a kerb at over 80mph.,"Edward Riding fuhr den Krankenwagen, als er eine falsche Abzweigung nahm und mit über 80 mph gegen einen Bordstein fuhr.",4
151,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,The 44-year-old then collided with the corner of a parked car before crossing a lay-by and slamming into the back of a tanker.,"Der 44-Jährige kollidierte dann mit der Ecke eines geparkten Autos, bevor er eine Ausfahrt überquerte und in den Heck eines Tanklasters krachte.",3
152,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Riding admitted causing Alice's death by dangerous driver but avoided a jail term - despite colleagues describing his driving as ""very fast"" and accusing him of ""showing off"".","Reitende gab zu, Alices Tod durch riskantes Fahren verursacht zu haben, entging aber einer Haftstrafe - trotz Beschreibungen seiner Kollegen, sein Fahren sei ""sehr schnell"" gewesen und er habe ""Angeberei"" betrieben.",3
153,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"He was instead handed a prison sentence of nine months, suspended for 18 months.","Stattdessen erhielt er eine Freiheitsstrafe von neun Monaten, die für 18 Monate zur Bewährung ausgesetzt wurde.",4
154,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,Alice was eventually rescued from the ambulance but had suffered life-threatening injuries and couldn't be saved.,"Alice wurde schließlich aus dem Krankenwagen gerettet, erlitt aber lebensbedrohliche Verletzungen und konnte nicht gerettet werden.",4
155,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,A cause of death was given as lower limb and pelvic fractures with retroperitoneal haemorrhage from a vehicular crash.,Eine Todesursache wurde mit Frakturen des Unterschenkels und des Beckens mit retroperitonealer Blutung aus einem Verkehrsunfall angegeben.,5
156,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"I felt unsafe with him, I was scared of Zeke's driving, and I felt that I had no option but to raise this with a supervisor.","Ich fühlte mich unsicher mit ihm, ich hatte Angst vor Zeke's Fahren und ich hatte das Gefühl, ich hätte keine andere Option, als dies mit einem Vorgesetzten zu besprechen.",2
157,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Another student paramedic, Megan Kuhn, was in the back of the vehicle and suffered a severe concussion, a bleed on the brain and bruising down her left side.","Eine weitere Sanitäter-Studentin, Megan Kuhn, befand sich hinten im Fahrzeug und erlitt eine schwere Gehirnerschütterung, ein Hirnblutung und Prellungen auf der linken Seite.",3
158,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"The driver of the Volvo tanker was left with a split to his left eyebrow, a swollen eye, cuts and bruises and a torn ligament in his neck.","Der Fahrer des Volvo-Tanklasters wurde mit einer Schnittwunde über der linken Augenbraue, einem geschwollenen Auge, Schnittwunden und Prellungen sowie einem gerissenen Band im Nacken zurückgelassen.",3
159,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"Riding was airlifted to hospital with rib fractures, a dislocated hip and several leg fractures.","Beim Reiten wurde er mit Rippenbrüchen, einem ausgerenkten Becken und mehreren Beinfrakturen in ein Krankenhaus geflogen.",3
160,mistralai/Mistral-7B-Instruct-v0.2,gpt-3.5-turbo-0125,"As well as a suspended prison sentence, Riding was banned from driving for 15 months and ordered to pay £826 in court costs.",Neben einer Freiheitsstrafe mit Bewährung erhielt Riding ein Fahrverbot von 15 Monaten und wurde zu Zahlung von £826 an Gerichtskosten verurteilt.,3
