sent_id,generator,evaluator,german_sentence,Translation,score
41,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Dort heuerte er vor fünf Jahren der Entwickler bei Microsoft an.,"There, he joined Microsoft as a developer five years ago.",4
42,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Bei einigen Software-Tests auf seinem Computer fällt ihm auf, dass sich Verzögerungen von einer halben Sekunde einschlichen, wenn er Befehle im Linux-Betriebssystem eingab.","During some software tests on his computer, he noticed that delays of half a second crept in when he entered commands in the Linux operating system.",3
43,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Er macht sich auf Spurensuche - und eine erstaunliche Entdeckung.,He is going on a search for clues - and makes an astonishing discovery.,3
44,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Freund bemerkte, dass die Anmeldung plötzlich mehr Rechenleistung benötigte, ein Leistungsabfall von lediglich 500 Millisekunden.","Friend noticed that the login suddenly required more computing power, a decrease in performance of only 500 milliseconds.",4
45,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Erstaunlich, wem er da auf die Spur kommt: Unbekannte haben im Linux-Betriebssystem eine sogenannte Hintertür eingebaut, die aktuellsten Versionen von ""xz-utils"" (ein Linux-Software-Werkzeug) manipuliert.","Amazing who he's getting on track with here: Unknown individuals have built a so-called backdoor into the Linux operating system, manipulating the latest versions of 'xz-utils' (a Linux software tool).",4
46,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die ausgetüftelte Schadsoftware war vermutlich das Ergebnis einer jahrelangen Geheimaktion.,The sophisticated malware was probably the result of years of covert operation.,3
47,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Offenbar sollte schon bald ein weltweiter Cyberangriff gestartet werden.,Apparently a global cyber attack was supposed to be launched soon.,3
48,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Der Schaden wäre riesig gewesen, die Hacker hätten Zugriff auf Millionen Computer gehabt.","The damage would have been huge, the hackers would have had access to millions of computers.",3
49,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Auch etliche Rechenzentren laufen auf der Basis von Linux.,Several data centers also run on the basis of Linux.,3
50,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Am Karfreitag teilte Freund IT-Spezialisten seine Entdeckung mit - und schreckte weltweit Experten auf.,"On Good Friday, friend IT specialist shared his discovery - and alarmed experts worldwide.",3
51,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Wer hinter der Aktion steckt, ist noch unklar.",Who is behind the action is still unclear.,3
52,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Wahrscheinlich sind es Geheimdienst-Agenten eines Nachrichten-Dienstes, die in monatelanger Vorarbeit eine weltweite Aktion planten - die jetzt ein deutscher Computer-Nerd auffliegen ließ.",Probably they are intelligence agents of a news service who have been planning a worldwide operation for months - which has now been uncovered by a German computer nerd.,1
53,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Microsoft-CEO Satya Nadella lobte Freunds ""Neugier und sein handwerkliches Können.""",Microsoft CEO Satya Nadella praised Freunds curiosity and his craftsmanship.,4
54,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Der 38-Jährige selbst bleibt bescheiden, sagt: ""Ich bin ein eher privater Mensch.""","The 38-year-old man himself remains modest, saying: ""I am a rather private person.""",4
55,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die Wahrheit enthüllt: Was die Medien Ihnen über Solar verschweigen.,The truth revealed: What the media is hiding from you about solar.,3
56,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Die Medien präsentieren Solarenergie oft als teure oder ineffiziente Option, doch die Wahrheit sieht ganz anders aus."," The media often present solar energy as an expensive or inefficient option, but the truth is quite different.",3
57,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Hinter den Kulissen hat sich ein Wandel vollzogen, der das Potential hat, Ihre Finanzen radikal zu verändern.","Behind the scenes, a change has taken place that has the potential to radically alter your finances.",3
58,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Wir decken auf, was wirklich hinter den Schlagzeilen steckt und warum eine Solaranlage eine Investition in Ihre finanzielle Zukunft ist.",We uncover what is really behind the headlines and why a solar power system is an investment in your financial future.,4
59,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Warum kaum jemand vom Preissturz bei Solaranlagen weiß.,Why hardly anyone knows about the price drop in solar systems.,3
60,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Die Kosten für Solarpanels sind in den letzten Jahren drastisch gefallen - ein Detail, das oft unter den Tisch fällt.",The costs for solar panels have drastically fallen in recent years - a detail that is often overlooked.,3
61,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Dank fortschrittlicher Technologien und Massenproduktion sind die Preise so niedrig wie nie.,"Thanks to advanced technologies and mass production, prices are lower than ever.",4
62,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die Lager sind extrem gut gefüllt!,The shelves are extremely well stocked!,4
63,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Oft wird dieser entscheidende Fakt jedoch verschwiegen, um traditionelle Energieanbieter zu schützen.","This crucial factor is often concealed, however, in order to protect traditional energy providers.",3
64,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Über die Lebensdauer einer Solaranlage können Sie Zehntausende Euro an Stromkosten einsparen.,You can save tens of thousands of euros on electricity costs over the lifespan of a solar system.,4
65,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Die anfängliche Investition rechnet sich schneller, als Sie denken.",The initial investment pays off faster than you think.,4
66,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Es gibt finanzielle Unterstützungen, die Ihre Investition noch attraktiver machen - ein weiteres Detail, das oft nicht breit kommuniziert wird.",There are financial supports that make your investment even more attractive - another detail that is often not widely communicated.,3
67,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Binden Sie sich nicht länger an die Unberechenbarkeit des Energiemarktes.,Do not tie yourself to the unpredictability of the energy market any longer.,4
68,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Mit einer Solaranlage sichern Sie sich gegen zukünftige Preissteigerungen ab.,"With a solar system, you protect yourself against future price increases.",4
69,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Lithium ist ein wesentlicher Bestandteil von Batteriespeichersystemen, die fast immer zusammen mit Photovoltaikanlagen installiert werden.","Lithium is an essential component of battery storage systems, which are almost always installed together with photovoltaic systems.",3
70,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Der Preis für Lithium ist aufgrund von Produktionssteigerungen und der Erschließung neuer Lithiumminen weltweit stabilisiert und sogar stark reduziert.,The price of lithium has stabilized worldwide and even been greatly reduced due to increased production and the opening of new lithium mines.,4.5
71,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Das sorgt auch für deutlich günstigere Produktionspreise in der Solartechnik.,This also ensures significantly cheaper production prices in solar technology.,3
72,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Sie drücken bei Konsumenten weiterhin die alten Preise durch und erhöhen den eigenen Gewinn drastisch.,They continue to push through the old prices with consumers and drastically increase their own profit.,4
73,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Um Verbraucher vor diesem kritischen Fehler zu bewahren, haben junge deutsche Unternehmer jetzt ein Vergleichs-Portal erschaffen.","To prevent consumers from making this critical mistake, young German entrepreneurs have now created a comparison portal.",3
74,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Das Portal erfreut sich derzeit immer größerer Beliebtheit, denn es vereinfacht das Einholen von Erstinformationen ungemein.",The portal is currently becoming increasingly popular because it greatly simplifies obtaining initial information.,4
75,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Das Besondere: Die Anbieter sind sich um den direkten Konkurrenzkampf bewusst und daher bemüht, Ihnen ein faires Angebot zu machen.",The special thing: The providers are aware of the direct competition and are therefore striving to offer you a fair deal.,4
76,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Erstmals hat die europäische Polizeibehörde Europol auf der Grundlage von Daten aus allen EU-Mitgliedsstaaten die Organisierte Kriminalität unter die Lupe genommen.,"For the first time, the European police authority Europol has examined organized crime based on data from all EU member states.",4.5
77,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Die europäische Polizeibehörde Europol hat erstmals die ""bedrohlichsten"" Banden des Kontinents analysiert.","The European police authority Europol has analyzed the ""most threatening"" gangs on the continent for the first time.",4
78,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Das schwere und organisierte Verbrechen ist allgegenwärtig und stellt weiterhin eine große Bedrohung der inneren Sicherheit der Europäischen Union dar"", heißt es in der 51 Seiten starken Studie.","""The heavy and organized crime is omnipresent and continues to pose a major threat to the internal security of the European Union,"" the 51-page study says.",4
79,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die größte Bedrohung liegt Europol zufolge in der Infiltrierung der legalen Geschäftswelt - Ziele sind dabei die Erleichterung und Verdeckung der Verbrechen sowie das Waschen der Profite.,"According to Europol, the biggest threat lies in the infiltration of the legal business world - the goals are to facilitate and conceal crimes, as well as to launder profits.",4
80,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Für ihre kriminellen Aktivitäten nutzen dem Bericht zufolge rund 86 Prozent der Banden ""legale Handelsstrukturen"".","According to the report, around 86 percent of gangs use ""legal trade structures"" for their criminal activities.",4
81,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Kriminelle Banden bevorzugten Immobilien als Mittel zur Wäsche von Erträgen aus Straftaten, so Europol, und setzten dabei Anwälte oder Finanzexperten ein, ""die sich manchmal des kriminellen Ursprungs der Vermögenswerte nicht bewusst sind"".","Criminal gangs preferred real estate as a means of laundering proceeds from criminal activities, according to Europol, and used lawyers or financial experts who ""are sometimes unaware of the criminal origin of the assets"".",4
82,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Öl, Kupfer und Gold immer teurer: Was ist da los?","Oil, copper, and gold always more expensive: What's going on there?",4
83,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Tankstellen in Deutschland sind wichtige Preis-Indikatoren: Wer regelmäßig an die Zapfsäule muss, bekommt ein Gespür für den Ölpreis.",Gas stations in Germany are important price indicators: Those who regularly have to fill up at the pump get a sense of the oil price.,3
84,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Insbesondere die Ereignisse im Nahen und Mittleren Osten haben dazu beigetragen, dass die Ölpreise gestiegen sind.","The events in the Middle East have contributed to the rising oil prices, in particular.",4
85,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Generell haben Rohstoffpreise, darunter auch Kupfer und Gold, in jüngster Zeit auf breiter Front zugelegt.","In general, commodity prices, including copper and gold, have increased across the board in recent times.",4
86,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,So stieg der Preis für die Feinunze Gold zuletzt beispielsweise auf über 2300 US-Dollar - ein absoluter Höchststand.,"So, for example, the price of an ounce of gold recently rose to over $2300 - an all-time high.",3
87,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Laut Carsten Fritsch von der Commerzbank kann man aktuell gar von einer ""Rohstoff-Rallye"" sprechen.","According to Carsten Fritsch from Commerzbank, one can currently even speak of a ""commodity rally"".",3
88,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Die Gründe für den Preisanstieg - von Öl bis zum Gold - würden sich allesamt ähneln: ""Zumeist sind es Anzeichen für eine anziehende Nachfrage - gepaart mit Nachrichten eines eingeschränkten Angebots.""","The reasons for the price increase - from oil to gold - would all be similar: ""Mostly they are signs of increasing demand - paired with news of restricted supply.""",4
89,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Der Preis für das wichtige Industriemetall Kupfer wird im Moment auch durch Spekulationen rund um eine Zinssenkung der US-Notenbank getrieben.,The price of the important industrial metal copper is currently also being driven by speculation about a possible interest rate cut by the US Federal Reserve.,4
90,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Das schwächt wiederum den US-Dollar - und das macht in Dollar gehandelte Rohstoffe wie eben Kupfer für Anleger in anderen Währungsräumen billiger, das erhöht die Nachfrage und somit den Preis.","This in turn weakens the US dollar - and makes commodities traded in dollars, such as copper, cheaper for investors in other currency areas, increasing demand and therefore the price.",3
91,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Beim Gold - in der Regel der sichere Hafen für Anleger in Krisensituationen - hingegen rätseln Anleger wie Marktbeobachter allerdings über die Gründe des Preisanstiegs.,"In the case of gold - usually the safe haven for investors in crisis situations - however, investors and market observers are puzzled about the reasons for the price increase.",4
92,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Mancher vermutet auch hier einen Zusammenhang mit der erhofften Zinssenkung.,Some also suspect a connection here with the hoped-for interest rate cut.,3
93,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Allerdings verweist das World Gold Council auch auf das derzeit große Interesse von verschiedenen Notenbanken.,"However, the World Gold Council also points to the current high interest from various central banks.",4.5
94,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Diese hätten zuletzt ihre Käufe von Gold ""auf höchstem Niveau fortgesetzt"".","They would have recently continued their purchases of gold ""at the highest level.""",3
95,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Im Falle des Erdöls kommt ein besonderer angebotseinschränkender Faktor hinzu: Die OPEC.,"In the case of oil, a special supply-restricting factor is added: The OPEC.",4.5
96,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die Organisation erdölexportierender Länder hat bereits vor einigen Monaten die Produktion eingeschränkt.,The Organization of the Petroleum Exporting Countries has already restricted production several months ago.,3
97,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Mitte dieser Woche verkündete sie, keine Änderungen an dieser Förderpolitik vorzunehmen.",Mid this week she announced not to make any changes to this funding policy.,4
98,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Auch das dürfte dazu beitragen, die globalen Märkte in den nächsten Monaten angespannt zu halten - und den Preis für Rohöl womöglich weiter in die Höhe zu treiben.",This is also likely to contribute to keeping the global markets tense in the coming months - and possibly driving the price of crude oil even higher.,3
99,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Für Autofahrerinnen und Autofahrer sind diese Nachrichten rund um das 159-Liter Fass keine guten - zumindest nicht für diejenigen, die einen Verbrenner-PKW nutzen.","For car drivers, these news about the 159-liter barrel are not good - at least not for those who use a combustion engine vehicle.",4
100,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die Ölpreisentwicklung hat nämlich direkt spürbare Auswirkungen an der Tankstelle.,The development of oil prices has directly noticeable effects at the gas station.,3
101,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Da die Preise für Benzin und Diesel eng mit den Rohölpreisen korrelieren, führen steigende Ölpreise zu höheren Kraftstoffpreisen.","Since the prices for gasoline and diesel are closely correlated with crude oil prices, rising oil prices lead to higher fuel prices.",5
102,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Verbraucher müssen somit tiefer in die Tasche greifen, wenn sie ihr Verbrenner-Auto auftanken wollen.",Consumers must therefore dig deeper into their pockets if they want to refuel their combustion engine car.,3
103,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Darauf verweist auch eine aktuelle Auswertung des Automobilclubs ADAC zur Entwicklung der Kraftstoffpreise im März.,This is also indicated by a recent evaluation by the ADAC automobile club on the development of fuel prices in March.,3
104,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Demnach ist der Liter Super E10 drei Wochen in Folge im Preis gestiegen und lag im Monatsmittel bei 1,787 Euro.","Accordingly, the price of Super E10 gasoline has increased for three consecutive weeks and averaged 1.787 euros per month.",3
105,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Der Dieselpreis veränderte sich dagegen kaum.,"The diesel price, however, hardly changed.",3
106,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Dass Diesel von den Preissteigerungen weniger stark betroffen ist, dürfte dem ADAC zufolge am bevorstehenden Ende der Heizperiode liegen - dann sinkt nämlich die Nachfrage nach dem Diesel sehr ähnlichen Heizöl.","According to the ADAC, the fact that diesel is less affected by price increases is likely due to the upcoming end of the heating season - as the demand for diesel, which is very similar to heating oil, decreases.",3
107,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Stephan Jäger ist der erste männliche deutsche Golfer seit neun Jahren, der einen Sieg auf der PGA-Tour erringen kann.",Stephan JÃ¤ger is the first male German golfer in nine years who is able to win a victory on the PGA Tour.,4
108,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Trotz wenig Erfolg auf höchster Ebene erfreut sich der Golfsport in Deutschland enormer Popularität.,"Despite little success at the highest level, golf in Germany enjoys enormous popularity.",3
109,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Ungläubig und mit Tränen in den Augen beobachtete Stephan Jäger den wohl größten Moment seiner Golfkarriere.,"Incredulously and with tears in his eyes, Stephan JÃ¤ger watched the probably greatest moment of his golf career.",4
110,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"134 Turniere hatte Jäger bereits auf der PGA-Tour, der höchsten Golf-Liga der Welt, gespielt.","Hunter had already played in 134 tournaments on the PGA Tour, the highest golf league in the world.",4
111,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Sich in so einem Feld durchzusetzen, ist eine enorme Leistung.",To assert oneself in such a field is an enormous achievement.,3
112,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"So ein Sieg löst immer einen kleinen Boom im deutschen Golf aus"", sagt Baraka.","""A victory like this always triggers a small boom in German golf,"" says Baraka.",3
113,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Trotz des Golf-Hypes in Deutschland blieben die großen Erfolge auf der PGA-Tour zuletzt aber aus.,"Despite the golf hype in Germany, the big successes on the PGA Tour have been lacking lately.",4
114,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Im Jahr 2000 schrieb Tina Fischer Geschichte als erste deutsche Spielerin, die ein LPGA-Event für sich entscheiden konnte.","In 2000, Tina Fischer made history as the first German player to win an LPGA event.",3
115,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Dennoch sieht Kariem Baraka keinen Anlass zur Sorge: ""Grundsätzlich ist die Entwicklung unserer Spitzenspieler - sowohl bei den Damen als auch bei den Herren - während der letzten Jahre sehr positiv zu bewerten"", sagt er und verweist auf viele Erfolge auf der DP World Tour, die Top-Liga in Europa für den Profi-Golfsport.","Nevertheless, Kariem Baraka sees no reason to worry: ""In general, the development of our top players - both in the women's and men's divisions - can be considered very positive in recent years,"" he says and points to many successes on the DP World Tour, the top league in Europe for professional golf.",3
116,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Diesen Prozess müssen wir fortführen, damit Siege wie der von Stephan Jäger kein Einzelfall bleiben.",We must continue this process so that victories like Stephan JÃ¤ger's do not remain isolated cases.,4
117,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Der in München geborene Jäger lebt übrigens bereits seit 16 Jahren in den USA.,The hunter born in Munich has been living in the USA for 16 years.,4
118,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Schon als Teenager wechselte er zum Golfspielen zunächst an eine US-Highschool und spielte anschließend einige Jahre lang sehr erfolgreich für die Mannschaft der University of Tennessee in Chattanooga.,"As a teenager, he switched to playing golf first at a US high school and then played very successfully for several years for the team of the University of Tennessee in Chattanooga.",4
119,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Auch auf anderen Ebenen sieht der 45-Jährige, der einst selbst als Playing Professional auf der Tour gespielt hat, die USA im Vorteil.","The 45-year-old, who once played as a professional on the tour himself, also sees the US at an advantage on other levels.",3
120,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Um weitere junge Menschen früh an den Golfsport heranzuführen, muss er außerdem mehr für die breite Masse zugänglich gemacht werden.","In order to introduce more young people to the sport of golf early on, it must also be made more accessible to the general public.",4
121,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Wenn wir es schaffen, dass der Golfsport auch in Deutschland für jede Gesellschaftsschicht und jedes Einkommen zugänglich ist und für alle eine Freizeitoption ist, wird es in Deutschland mehr Golferinnen und Golfer geben und somit auch mehr Spitzenspielerinnen und Spitzenspieler"", so Baraka.","""If we manage to make golf accessible to every social class and income level in Germany, and make it a leisure option for everyone, there will be more golfers in Germany and consequently more top players,"" said Baraka.",3
122,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Im deutschen Nachwuchs stehen bereits einige Talente in den Startlöchern.,"In German youth sports, several talents are already waiting in the wings.",3
123,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Bei den Frauen gilt Helen Briem als größtes deutsches Golftalent.,"Among women, Helen Briem is considered the greatest German golf talent.",4
124,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die 18-jährige aus Nürtingen bei Stuttgart hat letztes Jahr bereits als erste Deutsche in der 104-jährigen Geschichte das bedeutendste Juniorinnen-Turnier der Welt für sich entscheiden können.,"The 18-year-old from NÃ¼rtingen near Stuttgart was able to win the most important junior tournament in the world last year, becoming the first German to do so in the 104-year history.",3
125,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Bei den Männern gilt Tiger Christensen als größte deutsche Nachwuchshoffnung, der seinen Vornamen mit einem der besten Golfer aller Zeiten teilt.","Among the men, Tiger Christensen is considered the biggest German up-and-coming hope, who shares his first name with one of the greatest golfers of all time.",3
126,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Golf-Fans in Deutschland dürfen also durchaus zuversichtlich sein, dass sie nicht erneut neun Jahre auf einen weiteren PGA-Tour-Sieg warten müssen.",Golf fans in Germany can certainly be optimistic that they will not have to wait another nine years for another PGA Tour victory.,3
127,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Ein höhenverstellbarer Schreibtisch oder ergonomische Stühle fördern einen gesunden Arbeitsalltag.,A height-adjustable desk or ergonomic chairs promote a healthy workday.,3
128,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Ein Team aus Physiotherapeuten, Trainern, Ärzten will nicht nur mit ergonomischen Büromöbeln, sondern auch mit ganzheitlichen Lösungen, Gesundheit, Wohlbefinden und die Produktivität im Arbeitsalltag verbessern.","A team of physiotherapists, trainers, and doctors wants to improve health, well-being, and productivity in everyday work life not only with ergonomic office furniture, but also with holistic solutions.",4
129,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Dieser Philosophie folgend betreibt Ergotopia einen YouTube-Kanal und unterstützt mit hilfreichen Übungen und Tipps zu mehr Bewegung und weniger Schmerzen im Alltag.,"Following this philosophy, Ergotopia runs a YouTube channel and supports with helpful exercises and tips for more movement and less pain in everyday life.",3
130,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Bekanntlich fördert ein höhenverstellbarer Schreibtisch eine aktivere Lebensweise, aber Ergotopia bietet darüber hinaus auch kostenlose Fachartikel, Infografiken und Online-Kurse.","As is well known, an adjustable standing desk promotes a more active lifestyle, but Ergotopia also offers free expert articles, infographics, and online courses.",4
131,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Das Ziel: das Bewusstsein für einen gesunden und aktiven (Arbeits-)Alltag zu fördern und so Volkskrankheiten wie Rücken- und Nackenschmerzen entgegenzuwirken.,The goal is to promote awareness for a healthy and active everyday (work) life and to counteract common illnesses such as back and neck pain.,4
132,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Dieser Schreibtischstuhl kombiniert modernes Design und ergonomische High-End-Bauteile.,This desk chair combines modern design and ergonomic high-end components.,5
133,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Durch sein minimalistisches Design, das bewusst auf abstehende Anbauteile verzichtet, fügt er sich in jede Umgebung ein.","Thanks to its minimalist design that consciously avoids protruding attachments, it blends into any environment.",3
134,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Die integrierte Synchronmechanik in Kombination mit einer flexiblen Lordosenstütze passt sich individuell den ergonomischen Bedürfnissen des Nutzers an.,"The integrated synchronous mechanism, combined with a flexible lumbar support, adapts individually to the ergonomic needs of the user.",3
135,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Ein ergonomischer Bürostuhl aus 100 % recyceltem Material ist atmungsaktiv, wasser- und schmutzabweisend und damit besonders pflegeleicht.","An ergonomic office chair made of 100% recycled material is breathable, water and dirt repellent, and therefore particularly easy to care for.",4.5
136,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,Zugleich sorgt er für zusätzlichen Komfort während langer Arbeitstage.,"At the same time, it provides additional comfort during long working days.",4
137,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Während eines Snowboard-Trips spürte Richard Rupp, Mitgründer von Ergotopia, schon nach den ersten Stunden auf der Skipiste starke Rückenschmerzen, die er auf das übermäßige Sitzen zurückführte.","During a snowboard trip, Richard Rupp, co-founder of Ergotopia, felt strong back pain after just a few hours on the ski slope, which he attributed to excessive sitting.",4
138,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Sein erster Gedanke: ""Das sollte mir in meinem Alter eigentlich nicht passieren.""","His first thought: ""This shouldn't happen to me at my age.""",3
139,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Wie die Behörden mitteilten, wurde das Gebiet von New York City am Freitag von einem Erdbeben mit einer vorläufigen Stärke von 4,7 erfasst.","As the authorities reported, the area of New York City was hit by an earthquake with a preliminary magnitude of 4.7 on Friday.",3
140,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,BILD-Korrespondent Herbert Bauernebel wohnt selbst in New York City.,BILD correspondent Herbert Bauernebel himself lives in New York City.,4
141,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"Er berichtet: ""Unser ganzes Haus hat 15 bis 20 Sekunden gerüttelt, dann war alles vorbei."" Das Zentrum des Bebens ereignete sich in der Nähe vom Bezirk Lebanon im US-Bundesstaat New Jersey, etwa 72 Kilometer westlich von New York City und 80 Kilometer nördlich von Philadelphia.","He reports: ""Our whole house shook for 15 to 20 seconds, and then it was all over."" The epicenter of the earthquake occurred near the district of Lebanon in the US state of New Jersey, about 72 kilometers west of New York City and 80 kilometers north of Philadelphia.",4
142,meta-llama/Llama-2-7b-chat-hf,google/gemma-1.1-7b-it,"In einem Café in Lower Manhattan regten sich die Kunden über das klappernde Geschirr auf, wie die Nachrichtenagentur AP berichtet.","In a cafÃ© in Lower Manhattan, the customers were upset about the clattering dishes, as reported by the news agency AP.",4
